"Page","Image Role","Current Path","Current Size","Desktop Rendered","Mobile Rendered","Expected Ratio","CSS Behavior","Reused Roles","Separate Sizes Needed","Recommended Size","Max File Size","Format","Quality/Compression","Action","Notes","Alt","Loading","Fetch Priority","Width Attr","Height Attr","File Bytes"
"guides/pull-up-vs-pull-down-resistors.html","hero","/assets/images/academy/academy-mission-06.webp","1376x768","672x376","358x201","16:9","object-fit:contain; object-position:50% 50%; max-height:none; css:672pxx375.953px; aspect-ratio:auto 1024 / 576","no","no","1200x675","140 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","","Pull-up vs Pull-down Resistors guide illustration","","","1024","576","154102"
"guides/pull-up-vs-pull-down-resistors.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"guides/pwm-fundamentals.html","hero","/assets/images/academy/academy-mission-09.webp","1376x768","672x376","358x201","16:9","object-fit:contain; object-position:50% 50%; max-height:none; css:672pxx375.953px; aspect-ratio:auto 1024 / 576","no","no","1200x675","140 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","","PWM Fundamentals guide illustration","","","1024","576","112126"
"guides/pwm-fundamentals.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"guides/read-temperature-dht22.html","hero","/assets/images/guides/generated/temperature-sensor-serial-output-1024.webp","1094x615","672x379","358x202","16:9","object-fit:contain; object-position:50% 50%; max-height:none; css:672pxx378.875px; aspect-ratio:auto 1024 / 576","no","no","1200x675","140 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","Already optimized generated asset; preserve unless crop/content is specifically rejected.","Read Temperature with DHT22 guide illustration","eager","high","1024","576","38902"
"guides/read-temperature-dht22.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"guides/reading-analog-sensors.html","hero","/assets/images/guides/generated/analog-sensor-bench-1024.webp","1094x615","672x379","358x202","16:9","object-fit:contain; object-position:50% 50%; max-height:none; css:672pxx378.875px; aspect-ratio:auto 1024 / 576","no","no","1200x675","140 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","Already optimized generated asset; preserve unless crop/content is specifically rejected.","Reading Analog Sensors guide illustration","eager","high","1024","576","33816"
"guides/reading-analog-sensors.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"guides/smart-environment-monitor-capstone.html","hero","/assets/images/guides/generated/smart-environment-dashboard-1024.webp","1094x615","672x379","358x202","16:9","object-fit:contain; object-position:50% 50%; max-height:none; css:672pxx378.875px; aspect-ratio:auto 1024 / 576","no","no","1200x675","140 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","Already optimized generated asset; preserve unless crop/content is specifically rejected.","Smart Environment Monitor guide illustration","eager","high","1024","576","39048"
"guides/smart-environment-monitor-capstone.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"guides/what-is-esp32.html","hero","/assets/images/guides/generated/what-is-esp32-overview-1024.webp","1094x615","1200x676","358x202","16:9","object-fit:contain; object-position:50% 50%; max-height:none; css:1200pxx675.875px; aspect-ratio:auto 1024 / 576","no","no","1200x675","140 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","Already optimized generated asset; preserve unless crop/content is specifically rejected.","What Is ESP32? Complete Beginner's Guide guide illustration","eager","high","1024","576","44202"
"guides/what-is-esp32.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"projects/esp32-ac-power-monitor.html","section illustration","/assets/visuals/projects/wiring/esp32-ac-power-monitor-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","Build an Isolated AC Current Monitor Prototype wiring diagram","lazy","","1200","800","4266"
"projects/esp32-ac-power-monitor.html","og:image","/assets/images/projects/project-a-01.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","124208"
"projects/esp32-ai-object-detector.html","section illustration","/assets/visuals/projects/wiring/esp32-ai-object-detector-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","Build an ESP32-CAM Color Object Detector Demo wiring diagram","lazy","","1200","800","5159"
"projects/esp32-ai-object-detector.html","og:image","/assets/images/projects/project-a-02.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","144548"
"projects/esp32-air-quality-monitor.html","section illustration","/assets/visuals/projects/wiring/esp32-air-quality-monitor-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 Air Quality Monitor wiring diagram","lazy","","1200","800","4008"
"projects/esp32-air-quality-monitor.html","og:image","/assets/images/projects/project-a-03.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","150226"
"projects/esp32-ble-beacon.html","section illustration","/assets/visuals/projects/wiring/esp32-ble-beacon-wiring.svg","300x127","720x305","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx305.141px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","OPTIONAL REPLACE","Technical diagram/vector asset; do not replace with AI art. Source is slightly smaller than desktop render; use a larger source for crisp high-DPI displays.","ESP32 BLE Beacon wiring diagram","lazy","","1200","800","2212"
"projects/esp32-ble-beacon.html","og:image","/assets/images/projects/project-a-04.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","169942"
"projects/esp32-cam-face-detection.html","section illustration","/assets/visuals/projects/wiring/esp32-cam-face-detection-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","Build an ESP32-CAM Face Detection Privacy Demo wiring diagram","lazy","","1200","800","4682"
"projects/esp32-cam-face-detection.html","og:image","/assets/images/projects/project-a-05.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","172766"
"projects/esp32-cam-qr-scanner.html","section illustration","/assets/visuals/projects/wiring/esp32-cam-qr-scanner-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32-CAM QR Code Scanner wiring diagram","lazy","","1200","800","6518"
"projects/esp32-cam-qr-scanner.html","og:image","/assets/images/projects/project-a-06.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","180690"
"projects/esp32-camera-capture-server.html","hero","/assets/images/generated/esp32-camera-capture-server.webp","1600x900","621x348","52x28","16:9","object-fit:cover; object-position:50% 50%; max-height:none; css:620.656pxx348.25px; aspect-ratio:auto","hero+og:image","yes: visible 16:9 asset plus dedicated 1200x630 OG crop","1600x900","220 KB","WebP","WebP q80-86 or AVIF q48-58","OPTIONAL REPLACE","Already optimized generated asset; preserve unless crop/content is specifically rejected. Missing/empty alt text; decorative is okay only when intentionally empty.","","eager","","","","100748"
"projects/esp32-camera-capture-server.html","og:image","/assets/images/generated/esp32-camera-capture-server.webp","1600x900","0x0","0x0","1.91:1","meta only; no rendered CSS","hero+og:image","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","100748"
"projects/esp32-cnc-controller.html","section illustration","/assets/visuals/projects/wiring/esp32-cnc-controller-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","Build a Low-Voltage CNC Motion Controller Demo wiring diagram","lazy","","1200","800","5071"
"projects/esp32-cnc-controller.html","og:image","/assets/images/projects/project-a-08.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","187674"
"projects/esp32-digital-piano.html","section illustration","/assets/visuals/projects/wiring/esp32-digital-piano-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 Digital Piano wiring diagram","lazy","","1200","800","6497"
"projects/esp32-digital-piano.html","og:image","/assets/images/projects/project-a-09.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","190068"
"projects/esp32-distance-monitoring-system.html","og:image","/assets/images/projects/project-a-10.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","196222"
"projects/esp32-ecg-monitor.html","section illustration","/assets/visuals/projects/wiring/esp32-ecg-monitor-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","Build an Educational ECG Waveform Viewer wiring diagram","lazy","","1200","800","5260"
"projects/esp32-ecg-monitor.html","og:image","/assets/images/projects/project-a-11.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","199144"
"projects/esp32-fire-alarm-system.html","section illustration","/assets/visuals/projects/wiring/esp32-fire-alarm-system-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 Fire Alarm System wiring diagram","lazy","","1200","800","5546"
"projects/esp32-fire-alarm-system.html","og:image","/assets/images/projects/project-a-12.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","201930"
"projects/esp32-gesture-recognition.html","section illustration","/assets/visuals/projects/wiring/esp32-gesture-recognition-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","Build an APDS-9960 Gesture Control Demo wiring diagram","lazy","","1200","800","4853"
"projects/esp32-gesture-recognition.html","og:image","/assets/images/projects/project-a-13.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","203780"
"projects/esp32-gps-tracker.html","section illustration","/assets/visuals/projects/wiring/esp32-gps-tracker-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","Build a Local NEO-6M GPS Reader wiring diagram","lazy","","1200","800","3562"
"projects/esp32-gps-tracker.html","og:image","/assets/images/projects/project-a-14.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","208790"
"projects/esp32-greenhouse-automation-controller.html","section illustration","/assets/visuals/projects/wiring/esp32-greenhouse-automation-controller-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","Build a Low-Voltage Greenhouse Vent Controller wiring diagram","lazy","","1200","800","4084"
"projects/esp32-greenhouse-automation-controller.html","og:image","/assets/images/projects/project-a-15.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","204214"
"projects/esp32-home-climate-automation.html","hero","/assets/visuals/projects/heroes/esp32-home-climate-automation-hero.svg","267x150","621x348","52x28","16:9","object-fit:cover; object-position:50% 50%; max-height:none; css:620.656pxx348.25px; aspect-ratio:auto","no","no","1600x900","220 KB","WebP","WebP q80-86 or AVIF q48-58","OPTIONAL REPLACE","Lightweight project hero illustration; replace only with a stronger project-specific image at the same ratio. Source is slightly smaller than desktop render; use a larger source for crisp high-DPI displays. Missing/empty alt text; decorative is okay only when intentionally empty.","","eager","","","","4614"
"projects/esp32-home-climate-automation.html","section illustration","/assets/visuals/projects/wiring/esp32-home-climate-automation-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 Home Climate Automation wiring diagram","lazy","","1200","800","3240"
"projects/esp32-home-climate-automation.html","og:image","/assets/images/projects/project-a-16.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","218516"
"projects/esp32-iot-weather-station.html","hero","/assets/images/generated/esp32-iot-weather-station.webp","1600x900","621x348","52x28","16:9","object-fit:cover; object-position:50% 50%; max-height:none; css:620.656pxx348.25px; aspect-ratio:auto","hero+og:image","yes: visible 16:9 asset plus dedicated 1200x630 OG crop","1600x900","220 KB","WebP","WebP q80-86 or AVIF q48-58","OPTIONAL REPLACE","Already optimized generated asset; preserve unless crop/content is specifically rejected. Missing/empty alt text; decorative is okay only when intentionally empty.","","eager","","","","116070"
"projects/esp32-iot-weather-station.html","section illustration","/assets/visuals/projects/wiring/esp32-iot-weather-station-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 IoT Weather Station wiring diagram","lazy","","1200","800","3717"
"projects/esp32-iot-weather-station.html","og:image","/assets/images/generated/esp32-iot-weather-station.webp","1600x900","0x0","0x0","1.91:1","meta only; no rendered CSS","hero+og:image","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","116070"
"projects/esp32-ir-remote-control.html","section illustration","/assets/visuals/projects/wiring/esp32-ir-remote-control-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","Build an ESP32 IR Learning Remote Demo wiring diagram","lazy","","1200","800","3484"
"projects/esp32-ir-remote-control.html","og:image","/assets/images/projects/project-a-18.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","222984"
"projects/esp32-learning-trainer.html","section illustration","/assets/visuals/projects/wiring/esp32-learning-trainer-wiring.svg","300x147","720x353","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx353.016px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","OPTIONAL REPLACE","Technical diagram/vector asset; do not replace with AI art. Source is slightly smaller than desktop render; use a larger source for crisp high-DPI displays.","ESP32 Learning Trainer Board wiring diagram","lazy","","1200","800","3877"
"projects/esp32-learning-trainer.html","og:image","/assets/images/projects/project-a-19.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","224704"
"projects/esp32-led-matrix-display.html","section illustration","/assets/visuals/projects/wiring/esp32-led-matrix-display-wiring.svg","300x140","720x337","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx337.062px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","OPTIONAL REPLACE","Technical diagram/vector asset; do not replace with AI art. Source is slightly smaller than desktop render; use a larger source for crisp high-DPI displays.","ESP32 LED Matrix Display wiring diagram","lazy","","1200","800","4020"
"projects/esp32-led-matrix-display.html","og:image","/assets/images/projects/project-a-20.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","230432"
"projects/esp32-lightning-detector.html","section illustration","/assets/visuals/projects/wiring/esp32-lightning-detector-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","Build an Educational Lightning Sensor Demo wiring diagram","lazy","","1200","800","4559"
"projects/esp32-lightning-detector.html","og:image","/assets/images/projects/project-b-01.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","223672"
"projects/esp32-line-following-robot.html","hero","/assets/images/generated/esp32-line-following-robot.webp","1600x900","621x348","52x28","16:9","object-fit:cover; object-position:50% 50%; max-height:none; css:620.656pxx348.25px; aspect-ratio:auto","hero+og:image","yes: visible 16:9 asset plus dedicated 1200x630 OG crop","1600x900","220 KB","WebP","WebP q80-86 or AVIF q48-58","OPTIONAL REPLACE","Already optimized generated asset; preserve unless crop/content is specifically rejected. Missing/empty alt text; decorative is okay only when intentionally empty.","","eager","","","","87970"
"projects/esp32-line-following-robot.html","section illustration","/assets/visuals/projects/wiring/esp32-line-following-robot-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 Line Following Robot wiring diagram","lazy","","1200","800","3997"
"projects/esp32-line-following-robot.html","og:image","/assets/images/generated/esp32-line-following-robot.webp","1600x900","0x0","0x0","1.91:1","meta only; no rendered CSS","hero+og:image","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","87970"
"projects/esp32-lora-remote-sensor-node.html","section illustration","/assets/visuals/projects/wiring/esp32-lora-remote-sensor-node-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 LoRa Remote Sensor Node (Point-to-Point) wiring diagram","lazy","","1200","800","4431"
"projects/esp32-lora-remote-sensor-node.html","og:image","/assets/images/projects/project-b-03.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","209352"
"projects/esp32-machine-monitoring-node.html","section illustration","/assets/visuals/projects/wiring/esp32-machine-monitoring-node-wiring.svg","300x140","720x337","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx337.062px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","OPTIONAL REPLACE","Technical diagram/vector asset; do not replace with AI art. Source is slightly smaller than desktop render; use a larger source for crisp high-DPI displays.","ESP32 Machine Monitoring Node wiring diagram","lazy","","1200","800","3746"
"projects/esp32-machine-monitoring-node.html","og:image","/assets/images/projects/project-b-04.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","117722"
"projects/esp32-motion-security-alert.html","hero","/assets/visuals/projects/heroes/esp32-motion-security-alert-hero.svg","267x150","621x348","52x28","16:9","object-fit:cover; object-position:50% 50%; max-height:none; css:620.656pxx348.25px; aspect-ratio:auto","no","no","1600x900","220 KB","WebP","WebP q80-86 or AVIF q48-58","OPTIONAL REPLACE","Lightweight project hero illustration; replace only with a stronger project-specific image at the same ratio. Source is slightly smaller than desktop render; use a larger source for crisp high-DPI displays. Missing/empty alt text; decorative is okay only when intentionally empty.","","eager","","","","4624"
"projects/esp32-motion-security-alert.html","section illustration","/assets/visuals/projects/wiring/esp32-motion-security-alert-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 Motion Security Alert wiring diagram","lazy","","1200","800","3785"
"projects/esp32-motion-security-alert.html","og:image","/assets/images/projects/project-b-05.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","117850"
"projects/esp32-mqtt-sensor-dashboard.html","hero","/assets/images/generated/esp32-mqtt-sensor-dashboard.webp","1600x900","621x348","52x28","16:9","object-fit:cover; object-position:50% 50%; max-height:none; css:620.656pxx348.25px; aspect-ratio:auto","hero+og:image","yes: visible 16:9 asset plus dedicated 1200x630 OG crop","1600x900","220 KB","WebP","WebP q80-86 or AVIF q48-58","OPTIONAL REPLACE","Already optimized generated asset; preserve unless crop/content is specifically rejected. Missing/empty alt text; decorative is okay only when intentionally empty.","","eager","","","","115820"
"projects/esp32-mqtt-sensor-dashboard.html","section illustration","/assets/visuals/projects/wiring/esp32-mqtt-sensor-dashboard-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 MQTT Sensor Dashboard wiring diagram","lazy","","1200","800","3383"
"projects/esp32-mqtt-sensor-dashboard.html","og:image","/assets/images/generated/esp32-mqtt-sensor-dashboard.webp","1600x900","0x0","0x0","1.91:1","meta only; no rendered CSS","hero+og:image","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","115820"
"projects/esp32-neopixel-music-visualizer.html","og:image","/assets/images/projects/project-b-07.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","115486"
"projects/esp32-oled-weather-clock.html","hero","/assets/images/generated/esp32-oled-weather-clock.webp","1600x900","621x348","52x28","16:9","object-fit:cover; object-position:50% 50%; max-height:none; css:620.656pxx348.25px; aspect-ratio:auto","hero+og:image","yes: visible 16:9 asset plus dedicated 1200x630 OG crop","1600x900","220 KB","WebP","WebP q80-86 or AVIF q48-58","OPTIONAL REPLACE","Already optimized generated asset; preserve unless crop/content is specifically rejected. Missing/empty alt text; decorative is okay only when intentionally empty.","","eager","","","","107112"
"projects/esp32-oled-weather-clock.html","og:image","/assets/images/generated/esp32-oled-weather-clock.webp","1600x900","0x0","0x0","1.91:1","meta only; no rendered CSS","hero+og:image","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","107112"
"projects/esp32-pulse-oximeter-logger.html","og:image","/assets/images/projects/project-b-09.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","116964"
